ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.ConsultarEstadoCuentasTest	consultarestadocuentastest	1745992345403	 	3.3.1
USER	Consultar estado de cuentas	17	START	1745992347818	1745992347818
USER	Consultar estado de cuentas	12	START	1745992347808	1745992347808
USER	Consultar estado de cuentas	1	START	1745992347804	1745992347804
USER	Consultar estado de cuentas	24	START	1745992347834	1745992347834
USER	Consultar estado de cuentas	10	START	1745992347806	1745992347806
USER	Consultar estado de cuentas	7	START	1745992347805	1745992347805
USER	Consultar estado de cuentas	8	START	1745992347806	1745992347806
USER	Consultar estado de cuentas	3	START	1745992347804	1745992347804
USER	Consultar estado de cuentas	25	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	27	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	28	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	26	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	29	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	31	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	30	START	1745992347915	1745992347915
USER	Consultar estado de cuentas	22	START	1745992347824	1745992347824
USER	Consultar estado de cuentas	20	START	1745992347823	1745992347823
USER	Consultar estado de cuentas	37	START	1745992347916	1745992347916
USER	Consultar estado de cuentas	34	START	1745992347916	1745992347916
USER	Consultar estado de cuentas	33	START	1745992347916	1745992347916
USER	Consultar estado de cuentas	32	START	1745992347916	1745992347916
USER	Consultar estado de cuentas	35	START	1745992347916	1745992347916
USER	Consultar estado de cuentas	36	START	1745992347916	1745992347916
USER	Consultar estado de cuentas	38	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	39	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	40	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	44	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	42	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	43	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	41	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	47	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	46	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	45	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	48	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	49	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	52	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	51	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	50	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	54	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	55	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	53	START	1745992347917	1745992347917
USER	Consultar estado de cuentas	56	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	57	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	58	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	59	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	60	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	62	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	63	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	64	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	61	START	1745992347918	1745992347918
USER	Consultar estado de cuentas	65	START	1745992347919	1745992347919
USER	Consultar estado de cuentas	66	START	1745992347919	1745992347919
USER	Consultar estado de cuentas	67	START	1745992347919	1745992347919
USER	Consultar estado de cuentas	70	START	1745992347919	1745992347919
USER	Consultar estado de cuentas	71	START	1745992347919	1745992347919
