ASSERTION	AAICAAMBAAAAAAAAAFlA
RUN	parabank.EscalabilidadEnTransaccTest	escalabilidadentransacctest	1745973029508	 	3.3.1
USER	Probar escalabilidad en transacciones	271	END	1745973032912	1745973033281
REQUEST	276		EscalabilidadEnTransacc	1745973032943	1745973033284	OK	 
REQUEST	274		EscalabilidadEnTransacc	1745973032928	1745973033285	OK	 
USER	Probar escalabilidad en transacciones	276	END	1745973032943	1745973033285
USER	Probar escalabilidad en transacciones	333	START	1745973033285	1745973033285
USER	Probar escalabilidad en transacciones	274	END	1745973032928	1745973033286
USER	Probar escalabilidad en transacciones	332	START	1745973033285	1745973033285
REQUEST	277		EscalabilidadEnTransacc	1745973032943	1745973033292	OK	 
USER	Probar escalabilidad en transacciones	277	END	1745973032943	1745973033292
USER	Probar escalabilidad en transacciones	334	START	1745973033298	1745973033298
REQUEST	275		EscalabilidadEnTransacc	1745973032943	1745973033303	OK	 
REQUEST	278		EscalabilidadEnTransacc	1745973032958	1745973033303	OK	 
USER	Probar escalabilidad en transacciones	336	START	1745973033303	1745973033303
USER	Probar escalabilidad en transacciones	335	START	1745973033303	1745973033303
USER	Probar escalabilidad en transacciones	278	END	1745973032957	1745973033304
USER	Probar escalabilidad en transacciones	275	END	1745973032942	1745973033304
REQUEST	258		EscalabilidadEnTransacc	1745973032823	1745973033311	OK	 
USER	Probar escalabilidad en transacciones	258	END	1745973032823	1745973033312
USER	Probar escalabilidad en transacciones	337	START	1745973033314	1745973033314
REQUEST	280		EscalabilidadEnTransacc	1745973032974	1745973033318	OK	 
USER	Probar escalabilidad en transacciones	280	END	1745973032973	1745973033319
REQUEST	281		EscalabilidadEnTransacc	1745973032974	1745973033323	OK	 
USER	Probar escalabilidad en transacciones	281	END	1745973032973	1745973033323
USER	Probar escalabilidad en transacciones	338	START	1745973033329	1745973033329
USER	Probar escalabilidad en transacciones	339	START	1745973033329	1745973033329
REQUEST	279		EscalabilidadEnTransacc	1745973032974	1745973033332	OK	 
USER	Probar escalabilidad en transacciones	279	END	1745973032973	1745973033333
USER	Probar escalabilidad en transacciones	340	START	1745973033333	1745973033333
USER	Probar escalabilidad en transacciones	342	START	1745973033344	1745973033344
USER	Probar escalabilidad en transacciones	341	START	1745973033344	1745973033344
REQUEST	284		EscalabilidadEnTransacc	1745973032994	1745973033348	OK	 
USER	Probar escalabilidad en transacciones	284	END	1745973032993	1745973033349
REQUEST	282		EscalabilidadEnTransacc	1745973032989	1745973033351	OK	 
USER	Probar escalabilidad en transacciones	282	END	1745973032989	1745973033352
REQUEST	285		EscalabilidadEnTransacc	1745973033005	1745973033356	OK	 
USER	Probar escalabilidad en transacciones	285	END	1745973033004	1745973033357
REQUEST	286		EscalabilidadEnTransacc	1745973033005	1745973033357	OK	 
USER	Probar escalabilidad en transacciones	286	END	1745973033004	1745973033358
USER	Probar escalabilidad en transacciones	343	START	1745973033360	1745973033360
USER	Probar escalabilidad en transacciones	344	START	1745973033363	1745973033363
USER	Probar escalabilidad en transacciones	345	START	1745973033363	1745973033363
REQUEST	283		EscalabilidadEnTransacc	1745973032989	1745973033365	OK	 
USER	Probar escalabilidad en transacciones	283	END	1745973032989	1745973033366
USER	Probar escalabilidad en transacciones	346	START	1745973033375	1745973033375
REQUEST	288		EscalabilidadEnTransacc	1745973033023	1745973033381	OK	 
REQUEST	290		EscalabilidadEnTransacc	1745973033035	1745973033382	OK	 
USER	Probar escalabilidad en transacciones	288	END	1745973033023	1745973033382
REQUEST	287		EscalabilidadEnTransacc	1745973033020	1745973033382	OK	 
USER	Probar escalabilidad en transacciones	290	END	1745973033034	1745973033383
USER	Probar escalabilidad en transacciones	287	END	1745973033019	1745973033383
REQUEST	289		EscalabilidadEnTransacc	1745973033023	1745973033385	OK	 
USER	Probar escalabilidad en transacciones	289	END	1745973033023	1745973033385
USER	Probar escalabilidad en transacciones	347	START	1745973033391	1745973033391
USER	Probar escalabilidad en transacciones	348	START	1745973033393	1745973033393
USER	Probar escalabilidad en transacciones	349	START	1745973033406	1745973033406
REQUEST	291		EscalabilidadEnTransacc	1745973033051	1745973033414	OK	 
USER	Probar escalabilidad en transacciones	291	END	1745973033050	1745973033415
REQUEST	292		EscalabilidadEnTransacc	1745973033051	1745973033421	OK	 
USER	Probar escalabilidad en transacciones	350	START	1745973033421	1745973033421
USER	Probar escalabilidad en transacciones	351	START	1745973033421	1745973033421
USER	Probar escalabilidad en transacciones	292	END	1745973033050	1745973033422
USER	Probar escalabilidad en transacciones	352	START	1745973033423	1745973033423
USER	Probar escalabilidad en transacciones	354	START	1745973033437	1745973033437
USER	Probar escalabilidad en transacciones	353	START	1745973033437	1745973033437
REQUEST	294		EscalabilidadEnTransacc	1745973033067	1745973033438	OK	 
REQUEST	295		EscalabilidadEnTransacc	1745973033067	1745973033438	OK	 
REQUEST	296		EscalabilidadEnTransacc	1745973033083	1745973033438	OK	 
REQUEST	298		EscalabilidadEnTransacc	1745973033085	1745973033439	OK	 
USER	Probar escalabilidad en transacciones	296	END	1745973033081	1745973033439
USER	Probar escalabilidad en transacciones	295	END	1745973033066	1745973033439
USER	Probar escalabilidad en transacciones	294	END	1745973033066	1745973033439
USER	Probar escalabilidad en transacciones	298	END	1745973033083	1745973033440
REQUEST	297		EscalabilidadEnTransacc	1745973033083	1745973033444	OK	 
USER	Probar escalabilidad en transacciones	297	END	1745973033083	1745973033445
USER	Probar escalabilidad en transacciones	355	START	1745973033453	1745973033453
USER	Probar escalabilidad en transacciones	357	START	1745973033453	1745973033453
USER	Probar escalabilidad en transacciones	356	START	1745973033453	1745973033453
REQUEST	306		EscalabilidadEnTransacc	1745973033114	1745973033458	OK	 
USER	Probar escalabilidad en transacciones	306	END	1745973033113	1745973033459
REQUEST	307		EscalabilidadEnTransacc	1745973033116	1745973033462	OK	 
USER	Probar escalabilidad en transacciones	307	END	1745973033114	1745973033463
REQUEST	305		EscalabilidadEnTransacc	1745973033115	1745973033465	OK	 
USER	Probar escalabilidad en transacciones	305	END	1745973033113	1745973033466
USER	Probar escalabilidad en transacciones	358	START	1745973033468	1745973033468
REQUEST	300		EscalabilidadEnTransacc	1745973033113	1745973033470	OK	 
USER	Probar escalabilidad en transacciones	300	END	1745973033112	1745973033471
USER	Probar escalabilidad en transacciones	360	START	1745973033473	1745973033473
USER	Probar escalabilidad en transacciones	359	START	1745973033473	1745973033473
REQUEST	301		EscalabilidadEnTransacc	1745973033113	1745973033482	OK	 
USER	Probar escalabilidad en transacciones	301	END	1745973033112	1745973033483
USER	Probar escalabilidad en transacciones	361	START	1745973033484	1745973033484
REQUEST	304		EscalabilidadEnTransacc	1745973033119	1745973033486	OK	 
USER	Probar escalabilidad en transacciones	304	END	1745973033118	1745973033487
REQUEST	309		EscalabilidadEnTransacc	1745973033123	1745973033491	OK	 
REQUEST	302		EscalabilidadEnTransacc	1745973033118	1745973033491	OK	 
USER	Probar escalabilidad en transacciones	309	END	1745973033123	1745973033492
USER	Probar escalabilidad en transacciones	302	END	1745973033118	1745973033492
REQUEST	308		EscalabilidadEnTransacc	1745973033123	1745973033498	OK	 
USER	Probar escalabilidad en transacciones	308	END	1745973033123	1745973033499
USER	Probar escalabilidad en transacciones	363	START	1745973033499	1745973033499
USER	Probar escalabilidad en transacciones	362	START	1745973033499	1745973033499
REQUEST	303		EscalabilidadEnTransacc	1745973033123	1745973033501	OK	 
USER	Probar escalabilidad en transacciones	303	END	1745973033123	1745973033502
USER	Probar escalabilidad en transacciones	364	START	1745973033503	1745973033503
REQUEST	315		EscalabilidadEnTransacc	1745973033163	1745973033505	OK	 
REQUEST	312		EscalabilidadEnTransacc	1745973033144	1745973033505	OK	 
USER	Probar escalabilidad en transacciones	312	END	1745973033143	1745973033506
USER	Probar escalabilidad en transacciones	315	END	1745973033163	1745973033506
REQUEST	313		EscalabilidadEnTransacc	1745973033159	1745973033513	OK	 
USER	Probar escalabilidad en transacciones	365	START	1745973033515	1745973033515
USER	Probar escalabilidad en transacciones	366	START	1745973033515	1745973033515
USER	Probar escalabilidad en transacciones	313	END	1745973033159	1745973033514
REQUEST	316		EscalabilidadEnTransacc	1745973033175	1745973033523	OK	 
USER	Probar escalabilidad en transacciones	316	END	1745973033174	1745973033524
USER	Probar escalabilidad en transacciones	367	START	1745973033531	1745973033531
USER	Probar escalabilidad en transacciones	368	START	1745973033533	1745973033533
USER	Probar escalabilidad en transacciones	369	START	1745973033533	1745973033533
REQUEST	317		EscalabilidadEnTransacc	1745973033190	1745973033535	OK	 
USER	Probar escalabilidad en transacciones	317	END	1745973033189	1745973033536
REQUEST	293		EscalabilidadEnTransacc	1745973033054	1745973033538	OK	 
USER	Probar escalabilidad en transacciones	293	END	1745973033053	1745973033539
USER	Probar escalabilidad en transacciones	370	START	1745973033546	1745973033546
REQUEST	319		EscalabilidadEnTransacc	1745973033194	1745973033551	OK	 
USER	Probar escalabilidad en transacciones	319	END	1745973033193	1745973033552
USER	Probar escalabilidad en transacciones	371	START	1745973033561	1745973033561
USER	Probar escalabilidad en transacciones	372	START	1745973033561	1745973033561
USER	Probar escalabilidad en transacciones	373	START	1745973033563	1745973033563
REQUEST	318		EscalabilidadEnTransacc	1745973033190	1745973033563	OK	 
USER	Probar escalabilidad en transacciones	318	END	1745973033189	1745973033565
REQUEST	323		EscalabilidadEnTransacc	1745973033224	1745973033567	OK	 
USER	Probar escalabilidad en transacciones	323	END	1745973033223	1745973033568
REQUEST	322		EscalabilidadEnTransacc	1745973033221	1745973033571	OK	 
USER	Probar escalabilidad en transacciones	322	END	1745973033221	1745973033573
REQUEST	299		EscalabilidadEnTransacc	1745973033098	1745973033576	OK	 
USER	Probar escalabilidad en transacciones	299	END	1745973033097	1745973033576
USER	Probar escalabilidad en transacciones	374	START	1745973033577	1745973033577
USER	Probar escalabilidad en transacciones	375	START	1745973033577	1745973033577
REQUEST	321		EscalabilidadEnTransacc	1745973033205	1745973033580	OK	 
USER	Probar escalabilidad en transacciones	321	END	1745973033205	1745973033581
REQUEST	325		EscalabilidadEnTransacc	1745973033236	1745973033586	OK	 
USER	Probar escalabilidad en transacciones	325	END	1745973033236	1745973033586
REQUEST	327		EscalabilidadEnTransacc	1745973033252	1745973033591	OK	 
USER	Probar escalabilidad en transacciones	327	END	1745973033251	1745973033592
USER	Probar escalabilidad en transacciones	376	START	1745973033593	1745973033593
USER	Probar escalabilidad en transacciones	378	START	1745973033593	1745973033593
USER	Probar escalabilidad en transacciones	377	START	1745973033593	1745973033593
REQUEST	328		EscalabilidadEnTransacc	1745973033253	1745973033595	OK	 
USER	Probar escalabilidad en transacciones	328	END	1745973033253	1745973033596
REQUEST	326		EscalabilidadEnTransacc	1745973033252	1745973033597	OK	 
USER	Probar escalabilidad en transacciones	326	END	1745973033251	1745973033598
REQUEST	329		EscalabilidadEnTransacc	1745973033268	1745973033605	OK	 
USER	Probar escalabilidad en transacciones	329	END	1745973033267	1745973033606
USER	Probar escalabilidad en transacciones	379	START	1745973033607	1745973033607
REQUEST	311		EscalabilidadEnTransacc	1745973033144	1745973033610	OK	 
USER	Probar escalabilidad en transacciones	311	END	1745973033143	1745973033611
REQUEST	310		EscalabilidadEnTransacc	1745973033144	1745973033614	OK	 
USER	Probar escalabilidad en transacciones	310	END	1745973033143	1745973033615
REQUEST	332		EscalabilidadEnTransacc	1745973033286	1745973033617	OK	 
USER	Probar escalabilidad en transacciones	332	END	1745973033285	1745973033617
USER	Probar escalabilidad en transacciones	381	START	1745973033623	1745973033623
USER	Probar escalabilidad en transacciones	380	START	1745973033623	1745973033623
USER	Probar escalabilidad en transacciones	382	START	1745973033623	1745973033623
REQUEST	331		EscalabilidadEnTransacc	1745973033273	1745973033625	OK	 
USER	Probar escalabilidad en transacciones	331	END	1745973033273	1745973033626
REQUEST	333		EscalabilidadEnTransacc	1745973033286	1745973033629	OK	 
USER	Probar escalabilidad en transacciones	333	END	1745973033285	1745973033630
REQUEST	314		EscalabilidadEnTransacc	1745973033163	1745973033633	OK	 
USER	Probar escalabilidad en transacciones	314	END	1745973033163	1745973033634
REQUEST	334		EscalabilidadEnTransacc	1745973033299	1745973033635	OK	 
USER	Probar escalabilidad en transacciones	334	END	1745973033298	1745973033636
USER	Probar escalabilidad en transacciones	383	START	1745973033637	1745973033637
USER	Probar escalabilidad en transacciones	384	START	1745973033637	1745973033637
REQUEST	336		EscalabilidadEnTransacc	1745973033303	1745973033640	OK	 
USER	Probar escalabilidad en transacciones	336	END	1745973033303	1745973033641
REQUEST	330		EscalabilidadEnTransacc	1745973033268	1745973033644	OK	 
USER	Probar escalabilidad en transacciones	330	END	1745973033267	1745973033644
REQUEST	324		EscalabilidadEnTransacc	1745973033224	1745973033650	OK	 
USER	Probar escalabilidad en transacciones	324	END	1745973033223	1745973033651
REQUEST	337		EscalabilidadEnTransacc	1745973033314	1745973033654	OK	 
USER	Probar escalabilidad en transacciones	386	START	1745973033655	1745973033655
USER	Probar escalabilidad en transacciones	337	END	1745973033314	1745973033655
REQUEST	338		EscalabilidadEnTransacc	1745973033329	1745973033655	OK	 
USER	Probar escalabilidad en transacciones	385	START	1745973033654	1745973033654
USER	Probar escalabilidad en transacciones	338	END	1745973033329	1745973033656
REQUEST	339		EscalabilidadEnTransacc	1745973033329	1745973033657	OK	 
USER	Probar escalabilidad en transacciones	387	START	1745973033655	1745973033655
USER	Probar escalabilidad en transacciones	339	END	1745973033329	1745973033658
REQUEST	341		EscalabilidadEnTransacc	1745973033344	1745973033660	OK	 
USER	Probar escalabilidad en transacciones	341	END	1745973033344	1745973033661
USER	Probar escalabilidad en transacciones	388	START	1745973033668	1745973033668
REQUEST	342		EscalabilidadEnTransacc	1745973033344	1745973033668	OK	 
REQUEST	340		EscalabilidadEnTransacc	1745973033334	1745973033668	OK	 
USER	Probar escalabilidad en transacciones	342	END	1745973033344	1745973033669
USER	Probar escalabilidad en transacciones	340	END	1745973033333	1745973033669
REQUEST	343		EscalabilidadEnTransacc	1745973033361	1745973033680	OK	 
REQUEST	344		EscalabilidadEnTransacc	1745973033363	1745973033681	OK	 
USER	Probar escalabilidad en transacciones	343	END	1745973033360	1745973033681
USER	Probar escalabilidad en transacciones	344	END	1745973033363	1745973033682
USER	Probar escalabilidad en transacciones	389	START	1745973033682	1745973033682
USER	Probar escalabilidad en transacciones	390	START	1745973033682	1745973033682
USER	Probar escalabilidad en transacciones	391	START	1745973033683	1745973033683
REQUEST	345		EscalabilidadEnTransacc	1745973033363	1745973033686	OK	 
USER	Probar escalabilidad en transacciones	345	END	1745973033363	1745973033687
REQUEST	320		EscalabilidadEnTransacc	1745973033205	1745973033693	OK	 
USER	Probar escalabilidad en transacciones	320	END	1745973033205	1745973033694
USER	Probar escalabilidad en transacciones	392	START	1745973033697	1745973033697
USER	Probar escalabilidad en transacciones	393	START	1745973033697	1745973033697
REQUEST	346		EscalabilidadEnTransacc	1745973033376	1745973033710	OK	 
REQUEST	348		EscalabilidadEnTransacc	1745973033393	1745973033710	OK	 
USER	Probar escalabilidad en transacciones	348	END	1745973033393	1745973033711
USER	Probar escalabilidad en transacciones	346	END	1745973033375	1745973033711
REQUEST	347		EscalabilidadEnTransacc	1745973033392	1745973033711	OK	 
USER	Probar escalabilidad en transacciones	347	END	1745973033391	1745973033713
USER	Probar escalabilidad en transacciones	394	START	1745973033712	1745973033712
USER	Probar escalabilidad en transacciones	395	START	1745973033713	1745973033713
USER	Probar escalabilidad en transacciones	396	START	1745973033713	1745973033713
REQUEST	349		EscalabilidadEnTransacc	1745973033406	1745973033721	OK	 
USER	Probar escalabilidad en transacciones	349	END	1745973033406	1745973033722
USER	Probar escalabilidad en transacciones	397	START	1745973033728	1745973033728
REQUEST	335		EscalabilidadEnTransacc	1745973033303	1745973033730	OK	 
USER	Probar escalabilidad en transacciones	335	END	1745973033303	1745973033731
USER	Probar escalabilidad en transacciones	399	START	1745973033733	1745973033733
USER	Probar escalabilidad en transacciones	398	START	1745973033733	1745973033733
REQUEST	351		EscalabilidadEnTransacc	1745973033422	1745973033737	OK	 
REQUEST	350		EscalabilidadEnTransacc	1745973033422	1745973033737	OK	 
USER	Probar escalabilidad en transacciones	351	END	1745973033421	1745973033738
USER	Probar escalabilidad en transacciones	350	END	1745973033421	1745973033738
REQUEST	352		EscalabilidadEnTransacc	1745973033423	1745973033740	OK	 
USER	Probar escalabilidad en transacciones	352	END	1745973033423	1745973033741
USER	Probar escalabilidad en transacciones	400	START	1745973033743	1745973033743
REQUEST	353		EscalabilidadEnTransacc	1745973033438	1745973033746	OK	 
USER	Probar escalabilidad en transacciones	353	END	1745973033437	1745973033747
REQUEST	354		EscalabilidadEnTransacc	1745973033438	1745973033749	OK	 
USER	Probar escalabilidad en transacciones	354	END	1745973033437	1745973033750
USER	Probar escalabilidad en transacciones	401	START	1745973033758	1745973033758
USER	Probar escalabilidad en transacciones	402	START	1745973033758	1745973033758
USER	Probar escalabilidad en transacciones	403	START	1745973033763	1745973033763
REQUEST	355		EscalabilidadEnTransacc	1745973033453	1745973033766	OK	 
USER	Probar escalabilidad en transacciones	355	END	1745973033453	1745973033767
REQUEST	356		EscalabilidadEnTransacc	1745973033453	1745973033768	OK	 
USER	Probar escalabilidad en transacciones	356	END	1745973033453	1745973033769
USER	Probar escalabilidad en transacciones	404	START	1745973033774	1745973033774
USER	Probar escalabilidad en transacciones	405	START	1745973033774	1745973033774
REQUEST	358		EscalabilidadEnTransacc	1745973033469	1745973033780	OK	 
USER	Probar escalabilidad en transacciones	358	END	1745973033468	1745973033781
REQUEST	359		EscalabilidadEnTransacc	1745973033473	1745973033785	OK	 
USER	Probar escalabilidad en transacciones	359	END	1745973033473	1745973033786
USER	Probar escalabilidad en transacciones	406	START	1745973033788	1745973033788
REQUEST	357		EscalabilidadEnTransacc	1745973033453	1745973033792	OK	 
USER	Probar escalabilidad en transacciones	357	END	1745973033453	1745973033793
USER	Probar escalabilidad en transacciones	408	START	1745973033793	1745973033793
USER	Probar escalabilidad en transacciones	407	START	1745973033793	1745973033793
REQUEST	360		EscalabilidadEnTransacc	1745973033473	1745973033795	OK	 
USER	Probar escalabilidad en transacciones	360	END	1745973033473	1745973033796
REQUEST	361		EscalabilidadEnTransacc	1745973033484	1745973033797	OK	 
USER	Probar escalabilidad en transacciones	361	END	1745973033484	1745973033797
USER	Probar escalabilidad en transacciones	409	START	1745973033804	1745973033804
USER	Probar escalabilidad en transacciones	410	START	1745973033818	1745973033818
USER	Probar escalabilidad en transacciones	411	START	1745973033818	1745973033818
USER	Probar escalabilidad en transacciones	412	START	1745973033823	1745973033823
REQUEST	363		EscalabilidadEnTransacc	1745973033500	1745973033824	OK	 
USER	Probar escalabilidad en transacciones	363	END	1745973033499	1745973033825
REQUEST	364		EscalabilidadEnTransacc	1745973033503	1745973033827	OK	 
USER	Probar escalabilidad en transacciones	364	END	1745973033503	1745973033828
USER	Probar escalabilidad en transacciones	413	START	1745973033833	1745973033833
USER	Probar escalabilidad en transacciones	414	START	1745973033833	1745973033833
REQUEST	365		EscalabilidadEnTransacc	1745973033515	1745973033835	OK	 
REQUEST	362		EscalabilidadEnTransacc	1745973033500	1745973033835	OK	 
USER	Probar escalabilidad en transacciones	362	END	1745973033499	1745973033836
USER	Probar escalabilidad en transacciones	365	END	1745973033515	1745973033837
REQUEST	366		EscalabilidadEnTransacc	1745973033515	1745973033842	OK	 
USER	Probar escalabilidad en transacciones	366	END	1745973033515	1745973033844
REQUEST	368		EscalabilidadEnTransacc	1745973033533	1745973033847	OK	 
USER	Probar escalabilidad en transacciones	368	END	1745973033533	1745973033848
USER	Probar escalabilidad en transacciones	415	START	1745973033848	1745973033848
USER	Probar escalabilidad en transacciones	417	START	1745973033853	1745973033853
USER	Probar escalabilidad en transacciones	416	START	1745973033853	1745973033853
REQUEST	367		EscalabilidadEnTransacc	1745973033531	1745973033856	OK	 
USER	Probar escalabilidad en transacciones	367	END	1745973033531	1745973033856
REQUEST	370		EscalabilidadEnTransacc	1745973033546	1745973033858	OK	 
USER	Probar escalabilidad en transacciones	370	END	1745973033546	1745973033859
REQUEST	369		EscalabilidadEnTransacc	1745973033533	1745973033862	OK	 
USER	Probar escalabilidad en transacciones	369	END	1745973033533	1745973033862
REQUEST	372		EscalabilidadEnTransacc	1745973033562	1745973033873	OK	 
USER	Probar escalabilidad en transacciones	372	END	1745973033561	1745973033874
REQUEST	371		EscalabilidadEnTransacc	1745973033562	1745973033877	OK	 
USER	Probar escalabilidad en transacciones	418	START	1745973033878	1745973033878
USER	Probar escalabilidad en transacciones	371	END	1745973033561	1745973033879
USER	Probar escalabilidad en transacciones	420	START	1745973033879	1745973033879
USER	Probar escalabilidad en transacciones	419	START	1745973033879	1745973033879
USER	Probar escalabilidad en transacciones	421	START	1745973033883	1745973033883
REQUEST	373		EscalabilidadEnTransacc	1745973033564	1745973033886	OK	 
USER	Probar escalabilidad en transacciones	373	END	1745973033563	1745973033887
REQUEST	375		EscalabilidadEnTransacc	1745973033578	1745973033891	OK	 
USER	Probar escalabilidad en transacciones	375	END	1745973033577	1745973033892
USER	Probar escalabilidad en transacciones	423	START	1745973033894	1745973033894
USER	Probar escalabilidad en transacciones	422	START	1745973033894	1745973033894
REQUEST	374		EscalabilidadEnTransacc	1745973033577	1745973033906	OK	 
USER	Probar escalabilidad en transacciones	374	END	1745973033577	1745973033907
REQUEST	378		EscalabilidadEnTransacc	1745973033593	1745973033907	OK	 
USER	Probar escalabilidad en transacciones	378	END	1745973033593	1745973033908
USER	Probar escalabilidad en transacciones	424	START	1745973033912	1745973033912
USER	Probar escalabilidad en transacciones	426	START	1745973033913	1745973033913
USER	Probar escalabilidad en transacciones	425	START	1745973033913	1745973033913
REQUEST	376		EscalabilidadEnTransacc	1745973033593	1745973033918	OK	 
REQUEST	379		EscalabilidadEnTransacc	1745973033608	1745973033918	OK	 
USER	Probar escalabilidad en transacciones	379	END	1745973033607	1745973033919
USER	Probar escalabilidad en transacciones	376	END	1745973033593	1745973033919
REQUEST	377		EscalabilidadEnTransacc	1745973033593	1745973033921	OK	 
USER	Probar escalabilidad en transacciones	377	END	1745973033593	1745973033922
USER	Probar escalabilidad en transacciones	427	START	1745973033925	1745973033925
REQUEST	381		EscalabilidadEnTransacc	1745973033623	1745973033933	OK	 
USER	Probar escalabilidad en transacciones	381	END	1745973033623	1745973033934
USER	Probar escalabilidad en transacciones	428	START	1745973033942	1745973033942
USER	Probar escalabilidad en transacciones	429	START	1745973033942	1745973033942
REQUEST	380		EscalabilidadEnTransacc	1745973033623	1745973033942	OK	 
USER	Probar escalabilidad en transacciones	380	END	1745973033623	1745973033943
REQUEST	382		EscalabilidadEnTransacc	1745973033624	1745973033942	OK	 
USER	Probar escalabilidad en transacciones	430	START	1745973033943	1745973033943
REQUEST	384		EscalabilidadEnTransacc	1745973033638	1745973033944	OK	 
USER	Probar escalabilidad en transacciones	382	END	1745973033623	1745973033945
USER	Probar escalabilidad en transacciones	384	END	1745973033637	1745973033945
REQUEST	383		EscalabilidadEnTransacc	1745973033638	1745973033950	OK	 
USER	Probar escalabilidad en transacciones	383	END	1745973033637	1745973033951
USER	Probar escalabilidad en transacciones	432	START	1745973033957	1745973033957
USER	Probar escalabilidad en transacciones	431	START	1745973033957	1745973033957
REQUEST	385		EscalabilidadEnTransacc	1745973033655	1745973033968	OK	 
USER	Probar escalabilidad en transacciones	385	END	1745973033654	1745973033968
REQUEST	386		EscalabilidadEnTransacc	1745973033655	1745973033972	OK	 
USER	Probar escalabilidad en transacciones	386	END	1745973033655	1745973033973
USER	Probar escalabilidad en transacciones	434	START	1745973033973	1745973033973
USER	Probar escalabilidad en transacciones	433	START	1745973033973	1745973033973
USER	Probar escalabilidad en transacciones	435	START	1745973033973	1745973033973
REQUEST	388		EscalabilidadEnTransacc	1745973033668	1745973033985	OK	 
USER	Probar escalabilidad en transacciones	388	END	1745973033668	1745973033986
REQUEST	387		EscalabilidadEnTransacc	1745973033657	1745973033987	OK	 
USER	Probar escalabilidad en transacciones	387	END	1745973033655	1745973033989
USER	Probar escalabilidad en transacciones	436	START	1745973033988	1745973033988
REQUEST	390		EscalabilidadEnTransacc	1745973033683	1745973033992	OK	 
USER	Probar escalabilidad en transacciones	390	END	1745973033682	1745973033993
USER	Probar escalabilidad en transacciones	438	START	1745973033993	1745973033993
USER	Probar escalabilidad en transacciones	437	START	1745973033993	1745973033993
REQUEST	389		EscalabilidadEnTransacc	1745973033683	1745973033996	OK	 
USER	Probar escalabilidad en transacciones	389	END	1745973033682	1745973033998
USER	Probar escalabilidad en transacciones	439	START	1745973034003	1745973034003
REQUEST	391		EscalabilidadEnTransacc	1745973033684	1745973034007	OK	 
USER	Probar escalabilidad en transacciones	391	END	1745973033683	1745973034008
USER	Probar escalabilidad en transacciones	441	START	1745973034018	1745973034018
USER	Probar escalabilidad en transacciones	440	START	1745973034018	1745973034018
REQUEST	392		EscalabilidadEnTransacc	1745973033698	1745973034021	OK	 
USER	Probar escalabilidad en transacciones	392	END	1745973033697	1745973034022
USER	Probar escalabilidad en transacciones	442	START	1745973034023	1745973034023
REQUEST	396		EscalabilidadEnTransacc	1745973033713	1745973034033	OK	 
REQUEST	393		EscalabilidadEnTransacc	1745973033698	1745973034033	OK	 
USER	Probar escalabilidad en transacciones	396	END	1745973033713	1745973034034
USER	Probar escalabilidad en transacciones	393	END	1745973033697	1745973034034
USER	Probar escalabilidad en transacciones	444	START	1745973034034	1745973034034
USER	Probar escalabilidad en transacciones	443	START	1745973034034	1745973034034
REQUEST	395		EscalabilidadEnTransacc	1745973033713	1745973034043	OK	 
USER	Probar escalabilidad en transacciones	395	END	1745973033713	1745973034044
USER	Probar escalabilidad en transacciones	445	START	1745973034049	1745973034049
REQUEST	397		EscalabilidadEnTransacc	1745973033729	1745973034050	OK	 
REQUEST	399		EscalabilidadEnTransacc	1745973033733	1745973034051	OK	 
USER	Probar escalabilidad en transacciones	397	END	1745973033728	1745973034052
USER	Probar escalabilidad en transacciones	399	END	1745973033733	1745973034052
USER	Probar escalabilidad en transacciones	446	START	1745973034053	1745973034053
USER	Probar escalabilidad en transacciones	447	START	1745973034053	1745973034053
REQUEST	394		EscalabilidadEnTransacc	1745973033713	1745973034054	OK	 
USER	Probar escalabilidad en transacciones	394	END	1745973033712	1745973034054
REQUEST	398		EscalabilidadEnTransacc	1745973033733	1745973034058	OK	 
USER	Probar escalabilidad en transacciones	398	END	1745973033733	1745973034058
REQUEST	400		EscalabilidadEnTransacc	1745973033744	1745973034062	OK	 
USER	Probar escalabilidad en transacciones	400	END	1745973033743	1745973034063
USER	Probar escalabilidad en transacciones	448	START	1745973034063	1745973034063
USER	Probar escalabilidad en transacciones	450	START	1745973034079	1745973034079
USER	Probar escalabilidad en transacciones	449	START	1745973034079	1745973034079
REQUEST	403		EscalabilidadEnTransacc	1745973033763	1745973034080	OK	 
USER	Probar escalabilidad en transacciones	403	END	1745973033763	1745973034081
USER	Probar escalabilidad en transacciones	451	START	1745973034083	1745973034083
REQUEST	404		EscalabilidadEnTransacc	1745973033774	1745973034087	OK	 
USER	Probar escalabilidad en transacciones	404	END	1745973033774	1745973034088
REQUEST	401		EscalabilidadEnTransacc	1745973033759	1745973034093	OK	 
REQUEST	402		EscalabilidadEnTransacc	1745973033759	1745973034093	OK	 
USER	Probar escalabilidad en transacciones	401	END	1745973033758	1745973034093
USER	Probar escalabilidad en transacciones	402	END	1745973033758	1745973034093
USER	Probar escalabilidad en transacciones	453	START	1745973034094	1745973034094
USER	Probar escalabilidad en transacciones	452	START	1745973034094	1745973034094
REQUEST	406		EscalabilidadEnTransacc	1745973033789	1745973034103	OK	 
USER	Probar escalabilidad en transacciones	406	END	1745973033788	1745973034104
