ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.ConsultarEstadoCuentasTest	consultarestadocuentastest	1746056481174	 	3.3.1
USER	Consultar estado de cuentas	2	START	1746056483892	1746056483892
USER	Consultar estado de cuentas	17	START	1746056483895	1746056483895
USER	Consultar estado de cuentas	3	START	1746056483892	1746056483892
USER	Consultar estado de cuentas	9	START	1746056483893	1746056483893
USER	Consultar estado de cuentas	20	START	1746056483897	1746056483897
USER	Consultar estado de cuentas	23	START	1746056483898	1746056483898
USER	Consultar estado de cuentas	24	START	1746056483915	1746056483915
USER	Consultar estado de cuentas	11	START	1746056483893	1746056483893
USER	Consultar estado de cuentas	12	START	1746056483894	1746056483894
USER	Consultar estado de cuentas	14	START	1746056483894	1746056483894
USER	Consultar estado de cuentas	29	START	1746056484008	1746056484008
USER	Consultar estado de cuentas	31	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	28	START	1746056484008	1746056484008
USER	Consultar estado de cuentas	25	START	1746056484008	1746056484008
USER	Consultar estado de cuentas	30	START	1746056484008	1746056484008
USER	Consultar estado de cuentas	26	START	1746056484008	1746056484008
USER	Consultar estado de cuentas	27	START	1746056484008	1746056484008
USER	Consultar estado de cuentas	32	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	33	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	37	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	34	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	39	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	35	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	38	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	36	START	1746056484009	1746056484009
USER	Consultar estado de cuentas	22	START	1746056483897	1746056483897
USER	Consultar estado de cuentas	15	START	1746056483894	1746056483894
USER	Consultar estado de cuentas	44	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	45	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	41	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	48	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	49	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	40	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	42	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	50	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	51	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	52	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	54	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	53	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	55	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	46	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	56	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	58	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	57	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	59	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	61	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	60	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	62	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	63	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	64	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	66	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	65	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	67	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	4	START	1746056483892	1746056483892
USER	Consultar estado de cuentas	71	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	72	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	74	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	73	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	70	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	75	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	43	START	1746056484010	1746056484010
USER	Consultar estado de cuentas	76	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	78	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	77	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	79	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	80	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	81	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	82	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	84	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	83	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	86	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	85	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	87	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	88	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	89	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	90	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	91	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	92	START	1746056484012	1746056484012
USER	Consultar estado de cuentas	94	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	93	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	95	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	96	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	97	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	98	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	99	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	100	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	101	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	102	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	103	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	104	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	105	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	106	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	107	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	108	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	110	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	109	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	112	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	111	START	1746056484013	1746056484013
USER	Consultar estado de cuentas	114	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	113	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	115	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	116	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	117	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	118	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	119	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	120	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	122	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	121	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	123	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	124	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	125	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	126	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	127	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	128	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	130	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	129	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	131	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	132	START	1746056484014	1746056484014
USER	Consultar estado de cuentas	133	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	134	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	136	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	135	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	137	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	138	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	140	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	139	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	141	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	142	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	143	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	144	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	145	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	148	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	147	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	149	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	150	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	151	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	152	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	146	START	1746056484015	1746056484015
USER	Consultar estado de cuentas	153	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	155	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	154	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	157	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	156	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	158	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	159	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	160	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	161	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	162	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	163	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	165	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	164	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	167	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	166	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	168	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	169	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	170	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	171	START	1746056484016	1746056484016
USER	Consultar estado de cuentas	10	START	1746056483893	1746056483893
USER	Consultar estado de cuentas	173	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	172	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	174	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	175	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	179	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	178	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	177	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	180	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	181	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	182	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	184	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	183	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	185	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	186	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	187	START	1746056484017	1746056484017
USER	Consultar estado de cuentas	189	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	190	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	192	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	191	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	194	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	193	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	195	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	197	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	196	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	199	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	198	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	68	START	1746056484011	1746056484011
USER	Consultar estado de cuentas	1	START	1746056483892	1746056483892
USER	Consultar estado de cuentas	200	START	1746056484018	1746056484018
USER	Consultar estado de cuentas	16	START	1746056483895	1746056483895
USER	Consultar estado de cuentas	69	START	1746056484011	1746056484011
